participant_id,plabel,item_pos,item_id,code,n_turns,rationale
P092,P32,7,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P092,P32,8,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,1,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,2,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,3,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,4,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,5,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,6,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,7,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P093,P33,8,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P102,P34,1,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P102,P34,2,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P102,P34,3,pcp_rem_fa_2,CONCEPT_SUPPORT,1,Asks what the term means ('what are paralell coordinates?') without asking the assistant to judge the shown chart.
P102,P34,4,pcp_rem_fa_1,CONCEPT_SUPPORT,1,General definitional question ('are paralell coordinates all have to be parallel to count?') supporting the participant's own classification.
P102,P34,5,pcp_eval_fa_11,CONCEPT_SUPPORT,1,General question about the chart type ('can slopes in a paralell corordinate graph be very sloped?') rather than a request to evaluate this chart or name the answer.
P102,P34,6,pcp_und_fa_1,CONCEPT_SUPPORT,1,Pure concept question ('what is a axis?').
P102,P34,7,pcp_eval_fa_10,CONCEPT_SUPPORT,2,"General questions about legend conventions ('can there be a colour legend...', 'can the colours fade...') supporting an own evaluation of the chart."
P102,P34,8,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,1,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,2,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,3,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,4,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,5,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,6,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,7,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P105,P35,8,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P110,P36,1,pcp_rem_fa_1,FULL_OUTSOURCING,1,Direct request ('what is the correct answer?').
P110,P36,2,pcp_ana_fa_2,FULL_OUTSOURCING,3,"Direct request, then 'are you sure' and 'so answer is b?' to lock in the letter."
P110,P36,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Direct request ('what is the correct answer?').
P110,P36,4,pcp_ana_fa_1,FULL_OUTSOURCING,1,Direct request ('what is the answer?').
P110,P36,5,pcp_und_fa_2,FULL_OUTSOURCING,3,"Direct request, then 'answer is what letter' and a demand to 'crosscheck again and type out correct answer'."
P110,P36,6,pcp_eval_fa_11,FULL_OUTSOURCING,5,"Direct request; rejections of unusable answers lead to option-by-option probing ('are the axis tiles missing', 'are the slope of the edges too high'), still assistant-adjudicated."
P110,P36,7,pcp_und_fa_1,FULL_OUTSOURCING,1,Paraphrase of the item question ('what is the difference between the two charts').
P110,P36,8,pcp_eval_fa_10,FULL_OUTSOURCING,2,Direct request repeated until the assistant supplied the answer.
P112,P37,1,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P112,P37,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P112,P37,3,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P112,P37,4,pcp_und_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P112,P37,5,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P112,P37,6,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P112,P37,7,pcp_rem_fa_2,FULL_OUTSOURCING,1,"Forwards the item question verbatim, including copy-pasted survey UI text."
P112,P37,8,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P114,P38,1,pcp_und_fa_1,FULL_OUTSOURCING,1,Direct request ('correct answer?').
P114,P38,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Direct request ('correct answer').
P114,P38,3,pcp_eval_fa_10,FULL_OUTSOURCING,3,"Direct request, then repeated demands for the option letter."
P114,P38,4,pcp_ana_fa_2,FULL_OUTSOURCING,1,Direct request ('what's the correct answer?').
P114,P38,5,pcp_rem_fa_2,FULL_OUTSOURCING,1,Direct request ('what's the correct answer').
P114,P38,6,pcp_und_fa_2,FULL_OUTSOURCING,1,Direct request ('what's the correct answer').
P114,P38,7,pcp_eval_fa_11,FULL_OUTSOURCING,1,Direct request ('what's the correct answer').
P114,P38,8,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P115,P39,1,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P115,P39,2,pcp_rem_fa_2,FULL_OUTSOURCING,1,"Forwards the item question verbatim; the assistant's answer was not adopted (submitted 'I don't know'), but no own reasoning appears."
P115,P39,3,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P115,P39,4,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P115,P39,5,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P115,P39,6,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim; submitted 'I don't know' despite the answer.
P115,P39,7,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P115,P39,8,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P119,P40,1,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,2,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,3,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,4,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,5,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,6,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,7,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P119,P40,8,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P122,P41,1,pcp_ana_fa_2,FULL_OUTSOURCING,2,Forwards the item question verbatim; 'Is that B in this?' maps the assistant's answer to a letter.
P122,P41,2,pcp_eval_fa_10,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then recites the options for the assistant to choose."
P122,P41,3,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P122,P41,4,pcp_und_fa_1,FULL_OUTSOURCING,1,"Reproduces the item question together with all options for the assistant to adjudicate, with no own pick."
P122,P41,5,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P122,P41,6,pcp_eval_fa_11,VERIFICATION_ONLY,1,"Recites the options but states own candidates within the request ('I think color legend is wrong'; 'I dont think' titles are missing), asking the assistant to check that judgment."
P122,P41,7,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P122,P41,8,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P124,P42,1,pcp_rem_fa_2,FULL_OUTSOURCING,1,Direct request ('what is the right answer').
P124,P42,2,pcp_und_fa_1,FULL_OUTSOURCING,1,Direct request ('what is the right answer').
P124,P42,3,pcp_eval_fa_11,FULL_OUTSOURCING,2,"Forwards the item's ask ('name one problem withthis chart'), then 'what is the answer'."
P124,P42,4,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P124,P42,5,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P124,P42,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P124,P42,7,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P124,P42,8,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P131,P43,1,pcp_eval_fa_10,FULL_OUTSOURCING,1,Reproduces the item question ('what's wrong with the chart?').
P131,P43,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,4,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,5,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,7,pcp_und_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P131,P43,8,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P132,P44,1,pcp_ana_fa_1,VERIFICATION_ONLY,1,"Sends only their own candidate letter ('c'); the assistant confirms it, functioning as a check of the participant's pick."
P132,P44,2,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P132,P44,3,pcp_und_fa_1,VERIFICATION_ONLY,1,Sends only their own candidate letter ('a'); no answer was requested and no question forwarded.
P132,P44,4,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P132,P44,5,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P132,P44,6,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P132,P44,7,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P132,P44,8,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P142,P45,1,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P142,P45,2,pcp_eval_fa_11,VERIFICATION_ONLY,1,'what do you thing? is it right ?' asks the assistant to check the participant's already-formed pick (referenced as 'it').
P142,P45,3,pcp_rem_fa_1,VERIFICATION_ONLY,1,'is it right?' checks the participant's own selection rather than requesting the answer.
P142,P45,4,pcp_eval_fa_10,FULL_OUTSOURCING,3,'what do you think?' invites the assistant's own solution with no candidate stated; later turns keep negotiating the assistant's answer.
P142,P45,5,pcp_und_fa_1,VERIFICATION_ONLY,1,'is it right?' checks an own formed selection.
P142,P45,6,pcp_ana_fa_2,VERIFICATION_ONLY,1,"'is it right?' checks an own formed selection; the assistant explicitly confirms 'if you picked the second scatterplot, that is right'."
P142,P45,7,pcp_rem_fa_2,VERIFICATION_ONLY,1,'is it right?' checks an own formed selection.
P142,P45,8,pcp_ana_fa_1,FULL_OUTSOURCING,1,'what do you think? maybe more good answers?' asks the assistant to judge the options with no own candidate offered.
P145,P46,1,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P145,P46,2,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P145,P46,3,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P145,P46,4,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P145,P46,5,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim (submitted 'I don't know' afterwards).
P145,P46,6,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P145,P46,7,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P145,P46,8,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P146,P47,1,pcp_ana_fa_2,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then re-pastes it with survey UI chrome."
P146,P47,2,pcp_und_fa_2,FULL_OUTSOURCING,2,"Pastes item text (first the wrong item's, then this item's question verbatim) for the assistant to answer."
P146,P47,3,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P146,P47,4,pcp_und_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P146,P47,5,pcp_ana_fa_1,FULL_OUTSOURCING,1,"Forwards the item question verbatim plus 'A,B or C' for a letter verdict."
P146,P47,6,pcp_eval_fa_10,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then pastes (mangled) options for the assistant to choose."
P146,P47,7,pcp_rem_fa_2,FULL_OUTSOURCING,2,"Pastes the wrong item's question, then this item's question verbatim."
P146,P47,8,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question together with the option list for adjudication.
P151,P48,1,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,3,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,4,pcp_und_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,5,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,6,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,7,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P151,P48,8,pcp_und_fa_2,FULL_OUTSOURCING,2,Forwards the item question verbatim; 'are they similar' then probes an option with the assistant.
P154,P49,1,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P154,P49,2,pcp_ana_fa_2,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then demands the letter ('A, B, C, OR D')."
P154,P49,3,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P154,P49,4,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P154,P49,5,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P154,P49,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P154,P49,7,pcp_und_fa_1,FULL_OUTSOURCING,2,"Forwards the item question (with survey chrome), then asks the assistant to pick between the two candidate options ('the carbohydrate axis or the fat axis')."
P154,P49,8,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim (with survey chrome).
P157,P50,1,pcp_und_fa_1,FULL_OUTSOURCING,1,Compressed paraphrase of the item question ('What is the difference?') with no own candidate.
P157,P50,2,pcp_und_fa_2,FULL_OUTSOURCING,1,Direct request ('What's the answer').
P157,P50,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,'Is it?' compresses the item's own yes/no question and forwards it; no candidate stated.
P157,P50,4,pcp_ana_fa_1,VERIFICATION_ONLY,1,Proposes an own candidate ('is it C?') for checking; the assistant corrects to D.
P157,P50,5,pcp_rem_fa_1,FULL_OUTSOURCING,1,'is it?' forwards the item's yes/no question with no candidate.
P157,P50,6,pcp_eval_fa_11,VERIFICATION_ONLY,2,States an own candidate ('I think it's A') and clarifies what A says for the check.
P157,P50,7,pcp_eval_fa_10,VERIFICATION_ONLY,1,States an own reading ('Again I think the legend is wrong?') for confirmation.
P157,P50,8,pcp_ana_fa_2,FULL_OUTSOURCING,1,'Which is it?' asks the assistant to identify the correct option.
P158,P51,1,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P158,P51,2,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P158,P51,3,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P158,P51,4,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P158,P51,5,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P158,P51,6,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P158,P51,7,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P158,P51,8,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P159,P52,1,pcp_ana_fa_2,FULL_OUTSOURCING,2,"Forwards the item question verbatim plus 'A, B, C or D?'; the request to explain the method comes only after taking the answer."
P159,P52,2,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P159,P52,3,pcp_rem_fa_2,FULL_OUTSOURCING,2,"Forwards the item question verbatim; the follow-up probes the assistant's evidence, not an own answer."
P159,P52,4,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P159,P52,5,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P159,P52,6,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the evaluative ask ('What is wrong with this chart?') for this item.
P159,P52,7,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P159,P52,8,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P162,P53,1,pcp_und_fa_2,VERIFICATION_ONLY,1,"Sends only 'a', read as the participant's own tentative pick offered for reaction; no question was asked and no answer requested."
P162,P53,2,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P162,P53,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question near-verbatim.
P162,P53,4,pcp_eval_fa_10,FULL_OUTSOURCING,2,"Forwards the item question ('What's wrong with this chart?'), then probes an option ('Is the color legend properly labeled?')."
P162,P53,5,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P162,P53,6,pcp_und_fa_1,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then pastes all options; the assistant returns the letter."
P162,P53,7,pcp_ana_fa_2,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then demands 'A, B, C or D?'."
P162,P53,8,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P164,P54,1,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P164,P54,2,pcp_ana_fa_2,FULL_OUTSOURCING,1,Direct request ('what is the correct answer').
P164,P54,3,pcp_und_fa_1,FULL_OUTSOURCING,1,Direct request ('what is the correct answer').
P164,P54,4,pcp_rem_fa_1,FULL_OUTSOURCING,1,Direct request ('correct answer?').
P164,P54,5,pcp_und_fa_2,FULL_OUTSOURCING,1,Direct request ('correct answer?').
P164,P54,6,pcp_rem_fa_2,FULL_OUTSOURCING,1,Direct request ('correct answer?').
P164,P54,7,pcp_ana_fa_1,FULL_OUTSOURCING,1,"Direct request ('correct answer?'); no decline-and-reason turn, though the submission deviated from the assistant's answer."
P164,P54,8,pcp_eval_fa_10,FULL_OUTSOURCING,1,Direct request ('correct answer').
P168,P55,1,pcp_eval_fa_11,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P168,P55,2,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P168,P55,3,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P168,P55,4,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P168,P55,5,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P168,P55,6,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P168,P55,7,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P168,P55,8,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P171,P56,1,pcp_ana_fa_2,FULL_OUTSOURCING,1,Direct request ('what is the correct answer').
P171,P56,2,pcp_rem_fa_2,FULL_OUTSOURCING,1,Commands the assistant to 'answer the question'.
P171,P56,3,pcp_und_fa_1,FULL_OUTSOURCING,1,Commands the assistant to 'answer the question'.
P171,P56,4,pcp_ana_fa_1,FULL_OUTSOURCING,1,Commands the assistant to 'answer the question'.
P171,P56,5,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P171,P56,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Commands the assistant to 'answer the question'.
P171,P56,7,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P171,P56,8,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P179,P57,1,pcp_und_fa_1,FULL_OUTSOURCING,1,Paraphrase of the item question ('whats the difference between these two charts?').
P179,P57,2,pcp_eval_fa_10,FULL_OUTSOURCING,4,Forwards the item question; later proposes 'maybe there is nothing wrong' only to seek the assistant's endorsement after its free-text answer failed to match the options.
P179,P57,3,pcp_eval_fa_11,FULL_OUTSOURCING,2,"Forwards the item's ask ('name one problem with this chart?'); the candidate offered afterwards responds to the option mismatch, not prior own reasoning."
P179,P57,4,pcp_und_fa_2,FULL_OUTSOURCING,1,Paraphrase-forward ('is there a difference in these two charts?').
P179,P57,5,pcp_ana_fa_1,FULL_OUTSOURCING,1,Close paraphrase of the item question asking the assistant to pick the best chart.
P179,P57,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P179,P57,7,pcp_rem_fa_2,FULL_OUTSOURCING,1,'is this a plot?' compresses and forwards the item's classification question about the shown chart.
P179,P57,8,pcp_ana_fa_2,FULL_OUTSOURCING,1,Paraphrase-forward of the item question ('which is these is encoded...').
P180,P58,1,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,4,pcp_und_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,5,pcp_und_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,7,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P180,P58,8,pcp_eval_fa_11,FULL_OUTSOURCING,2,"Forwards the item question verbatim, then 'and another' for more answer material."
P184,P59,1,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,2,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,3,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,4,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,5,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,6,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,7,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P184,P59,8,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,1,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,2,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,3,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,4,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,5,pcp_ana_fa_1,FULL_OUTSOURCING,1,Open-ended handover ('can you please help me with this chart') with no concept question or own candidate; hedged - no follow-up exists to disambiguate.
P187,P60,6,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,7,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P187,P60,8,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P188,P61,1,pcp_eval_fa_11,FULL_OUTSOURCING,2,Direct request ('Give me the right answer?') repeated.
P188,P61,2,pcp_ana_fa_1,FULL_OUTSOURCING,1,Direct request ('What is the correct answer?').
P188,P61,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Direct request ('What is the correct answer?').
P188,P61,4,pcp_und_fa_2,FULL_OUTSOURCING,1,Direct request ('What is the correct answer?'); submitted 'I don't know' despite the answer.
P188,P61,5,pcp_und_fa_1,FULL_OUTSOURCING,2,"Direct request, then asks the assistant to adjudicate 'is it answer b or c?'."
P188,P61,6,pcp_eval_fa_10,FULL_OUTSOURCING,2,"Direct request, then 'is it answer A, B, C or D then?'."
P188,P61,7,pcp_ana_fa_2,FULL_OUTSOURCING,2,"Direct request, then forwards the item question verbatim."
P188,P61,8,pcp_rem_fa_1,FULL_OUTSOURCING,3,"Direct request ('What is the correct answer?', 'is it yes or no?') after an initial wrong-item paste."
P191,P62,1,pcp_eval_fa_10,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P191,P62,2,pcp_ana_fa_2,FULL_OUTSOURCING,2,Forwards the item question verbatim; the follow-up confirms the assistant's answer rather than an own prior.
P191,P62,3,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P191,P62,4,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P191,P62,5,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P191,P62,6,pcp_rem_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P191,P62,7,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P191,P62,8,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P192,P63,1,pcp_und_fa_2,FULL_OUTSOURCING,3,"Demands the answer ('answer', 'just give me the answer'); the final turn echoes the assistant-derived option."
P192,P63,2,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P192,P63,3,pcp_eval_fa_10,FULL_OUTSOURCING,6,"After an initial concept question about an axis label, forwards the item's question ('is something wrong with this chart?') and has the assistant adjudicate each option."
P192,P63,4,pcp_ana_fa_1,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P192,P63,5,pcp_ana_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
P192,P63,6,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P192,P63,7,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P192,P63,8,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,1,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,2,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,3,pcp_eval_fa_10,FULL_OUTSOURCING,1,Direct request ('give me answer').
P194,P64,4,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,5,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,6,pcp_ana_fa_2,FULL_OUTSOURCING,1,Direct request ('share the answer').
P194,P64,7,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P194,P64,8,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,1,pcp_rem_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,2,pcp_und_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,3,pcp_ana_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,4,pcp_eval_fa_11,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,5,pcp_eval_fa_10,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,6,pcp_ana_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,7,pcp_rem_fa_2,NO_INTERACTION,0,No turns were logged for this item.
P198,P65,8,pcp_und_fa_1,NO_INTERACTION,0,No turns were logged for this item.
P204,P66,1,pcp_rem_fa_1,CONCEPT_SUPPORT,1,"Asks what a parallel coordinates plot looks like in general - a schema question supporting their own classification, not a request to judge the shown chart."
P204,P66,2,pcp_eval_fa_10,FULL_OUTSOURCING,2,Forwards the item question ('WHAT IS WRONG WITH THE CHART?') twice.
P204,P66,3,pcp_rem_fa_2,FULL_OUTSOURCING,1,Forwards the item question verbatim.
