pid,plabel,item_id,bloom,position,code,n_turns,answer,key,correct,idk,adopt_delta_s,llm_answer,answer_form,mapping_difficulty,extract_confidence,excerpt,cat,llm_committed,llm_correct,adopted,prompt_chars,verbatim_paste,asked_reasoning,bare_answer_demand
P068,P23,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,2,E,A,0,True,9.378,,descriptive,unmappable,high,too cluttered / overplotting (matches no option; stated twice),eval,False,,,56,True,False,False
P068,P23,pcp_rem_fa_1,Remember,3,FULL_OUTSOURCING,1,A,A,1,False,4.489,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P068,P23,pcp_ana_fa_2,Analyze,4,FULL_OUTSOURCING,1,B,B,1,False,22.262,B,descriptive,nontrivial,high,the second image from the left ... second scatterplot from the left,ana,True,1.0,1.0,19,False,False,False
P068,P23,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,2,B,A,0,False,13.104,,descriptive,unmappable,high,overplotting + unclear scales (matches no option),eval,False,,,53,True,False,False
P068,P23,pcp_und_fa_2,Understand,6,FULL_OUTSOURCING,1,C,B,0,False,22.523,B,descriptive,nontrivial,high,rearranging the middle and right axes,und,True,1.0,0.0,82,True,False,False
P068,P23,pcp_und_fa_1,Understand,7,FULL_OUTSOURCING,2,B,B,1,False,3.65,B,descriptive,trivial,high,T2: Yes - the carbohydrate (g) axis is flipped/inverted (confirms option text),und,True,1.0,1.0,123,True,False,False
P073,P24,pcp_und_fa_2,Understand,0,FULL_OUTSOURCING,1,B,B,1,False,98.954,B,descriptive,nontrivial,high,the last two axes are swapped,und,True,1.0,1.0,24,False,False,False
P073,P24,pcp_rem_fa_1,Remember,1,FULL_OUTSOURCING,1,A,A,1,False,15.677,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,24,False,False,False
P073,P24,pcp_und_fa_1,Understand,2,FULL_OUTSOURCING,1,B,B,1,False,6.208,B,descriptive,trivial,high,chart (b) flips the carbohydrate axis,und,True,1.0,1.0,24,False,False,False
P073,P24,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,1,B,B,1,False,19.62,B,descriptive,nontrivial,high,The correct choice is the second scatterplot ... the second image,ana,True,1.0,1.0,24,False,False,False
P073,P24,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,D,D,1,False,45.396,D,clean_option,,high,The correct answer is D.,ana,True,1.0,1.0,24,False,False,False
P073,P24,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,1,A,A,1,False,55.68,,descriptive,unmappable,high,cluttered with too many overlapping lines (matches no option),eval,False,,,24,False,False,False
P073,P24,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,22.68,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,24,False,False,False
P073,P24,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,1,D,A,0,False,22.065,,descriptive,unmappable,high,badly overplotted / too cluttered (matches no option),eval,False,,,24,False,False,False
P081,P25,pcp_und_fa_2,Understand,0,FULL_OUTSOURCING,1,B,B,1,False,19.571,B,descriptive,nontrivial,high,the last two axes are swapped,und,True,1.0,1.0,46,True,False,False
P081,P25,pcp_eval_fa_11,Evaluate,1,FULL_OUTSOURCING,1,A,A,1,False,35.087,,descriptive,unmappable,high,overplotting/clutter + similar colors etc (matches no option),eval,False,,,37,False,False,False
P081,P25,pcp_rem_fa_1,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,6.049,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,35,False,False,False
P081,P25,pcp_eval_fa_10,Evaluate,3,FULL_OUTSOURCING,4,E,A,0,True,9.994,B,descriptive,nontrivial,med,"guided elimination: T2 legend correct, T3 axis titles not complete enough, T4 data present -> implies titles option",eval,True,0.0,0.0,115,False,False,False
P081,P25,pcp_ana_fa_2,Analyze,5,FULL_OUTSOURCING,1,C,B,0,False,20.797,C,descriptive,nontrivial,high,The third scatterplot from the left ... the 3rd image.,ana,True,0.0,1.0,59,True,False,False
P081,P25,pcp_ana_fa_1,Analyze,7,FULL_OUTSOURCING,1,D,D,1,False,5.327,D,clean_option,,high,Chart D.,ana,True,1.0,1.0,85,False,False,False
P082,P26,pcp_rem_fa_1,Remember,3,FULL_OUTSOURCING,2,A,A,1,False,3.747,A,descriptive,trivial,high,T2: This is a parallel coordinates plot. So yes,rem,True,1.0,1.0,52,False,False,False
P082,P26,pcp_und_fa_1,Understand,4,FULL_OUTSOURCING,1,B,B,1,False,10.376,B,descriptive,trivial,high,the carbohydrate axis is flipped/inverted,und,True,1.0,1.0,41,True,False,False
P082,P26,pcp_ana_fa_2,Analyze,5,FULL_OUTSOURCING,1,B,B,1,False,18.225,B,descriptive,nontrivial,high,matches the second scatterplot from the left ... the second image,ana,True,1.0,1.0,86,True,False,False
P082,P26,pcp_eval_fa_11,Evaluate,6,FULL_OUTSOURCING,1,A,A,1,False,14.779,,descriptive,unmappable,high,overplotting/clutter + extras (matches no option),eval,False,,,38,False,False,False
P083,P27,pcp_ana_fa_1,Analyze,0,FULL_OUTSOURCING,1,D,D,1,False,5.181,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,18,False,False,False
P083,P27,pcp_und_fa_2,Understand,1,FULL_OUTSOURCING,1,A,B,0,False,16.161,B,descriptive,nontrivial,high,those two axes are swapped (Poverty <-> Malaria 2013),und,True,1.0,0.0,13,False,False,False
P083,P27,pcp_rem_fa_1,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,3.426,A,descriptive,trivial,high,Yes.,rem,True,1.0,1.0,18,False,False,False
P083,P27,pcp_eval_fa_11,Evaluate,3,FULL_OUTSOURCING,4,B,A,0,False,6.023,B,clean_option,,high,T4: B. The axis titles are effectively missing/unclear,eval,True,0.0,1.0,200,False,False,False
P083,P27,pcp_und_fa_1,Understand,5,FULL_OUTSOURCING,1,B,B,1,False,4.779,B,descriptive,trivial,high,carbohydrate axis reversed/inverted,und,True,1.0,1.0,18,False,False,False
P083,P27,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,2.125,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,41,False,False,False
P083,P27,pcp_ana_fa_2,Analyze,7,FULL_OUTSOURCING,2,B,B,1,False,6.246,B,descriptive,nontrivial,high,Answer: the 2nd scatterplot. T2: The 2nd scatterplot image,ana,True,1.0,1.0,104,True,False,False
P085,P28,pcp_eval_fa_11,Evaluate,0,FULL_OUTSOURCING,2,A,A,1,False,27.482,B,descriptive,nontrivial,med,T2 endorses user suggestion: 'axis titles/labels are incomplete because the scales and units are missing',eval,True,0.0,0.0,91,False,False,False
P085,P28,pcp_eval_fa_10,Evaluate,1,VERIFICATION_ONLY,1,A,A,1,False,28.449,A,descriptive,trivial,high,Yes - the color legend is not properly explained/labeled (confirms user candidate),eval,True,1.0,1.0,102,False,False,False
P085,P28,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,15.24,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,53,False,False,False
P085,P28,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,3,B,B,1,False,31.38,B,clean_option,,high,T2: It is B - the second plot from the left.,ana,True,1.0,1.0,105,True,True,False
P085,P28,pcp_rem_fa_1,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,18.77,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,53,False,False,False
P086,P29,pcp_rem_fa_2,Remember,0,FULL_OUTSOURCING,1,A,A,1,False,3.543,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,26,False,False,False
P086,P29,pcp_und_fa_1,Understand,1,FULL_OUTSOURCING,2,B,B,1,False,7.123,B,descriptive,trivial,high,the carbohydrate axis has been flipped vertically (stated twice),und,True,1.0,1.0,49,False,False,False
P086,P29,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,2,C,A,0,False,19.689,,descriptive,unmappable,high,heavy overplotting/clutter (matches no option; stated twice),eval,False,,,44,False,False,False
P086,P29,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,2,B,B,1,False,3.176,B,clean_option,,high,T2: B) B,ana,True,1.0,1.0,154,True,False,False
P086,P29,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,D,D,1,False,4.449,D,clean_option,,high,D,ana,True,1.0,1.0,45,False,False,True
P086,P29,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,1,B,A,0,False,15.48,,descriptive,unmappable,high,Too many overlapping lines make it cluttered (matches no option),eval,False,,,45,False,False,True
P086,P29,pcp_rem_fa_1,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,3.654,A,descriptive,trivial,high,Yes.,rem,True,1.0,1.0,45,False,False,True
P086,P29,pcp_und_fa_2,Understand,7,FULL_OUTSOURCING,1,B,B,1,False,16.588,B,descriptive,nontrivial,high,chart (b) swaps the last two: ...Poverty 2006 -> Malaria 2013,und,True,1.0,1.0,45,False,False,True
P087,P30,pcp_rem_fa_2,Remember,0,VERIFICATION_ONLY,1,A,A,1,False,8.459,A,clean_option,,high,"if A corresponds to Yes, then A is correct (confirms user candidate)",rem,True,1.0,1.0,37,False,False,False
P087,P30,pcp_und_fa_1,Understand,1,VERIFICATION_ONLY,1,B,B,1,False,8.423,B,descriptive,trivial,high,Yes - the carbohydrate axis is reversed/inverted (confirms user candidate B),und,True,1.0,1.0,51,False,False,False
P087,P30,pcp_ana_fa_1,Analyze,2,VERIFICATION_ONLY,1,C,D,0,False,10.49,C,clean_option,,high,Yes - C looks like the best choice ... So C is the correct answer. (confirms user candidate),ana,True,0.0,1.0,37,False,False,False
P087,P30,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,2,B,B,1,False,4.482,B,clean_option,,high,T2: So B -> Yes - B.,ana,True,1.0,1.0,31,False,False,False
P087,P30,pcp_und_fa_2,Understand,4,VERIFICATION_ONLY,1,B,B,1,False,10.567,B,descriptive,trivial,high,Yes - (b) looks like the chart where the middle and right axes are swapped (confirms candidate B),und,True,1.0,1.0,31,False,False,False
P087,P30,pcp_rem_fa_1,Remember,5,VERIFICATION_ONLY,1,A,A,1,False,4.143,A,clean_option,,high,"if A = Yes, then A is correct (confirms user candidate)",rem,True,1.0,1.0,37,False,False,False
P087,P30,pcp_eval_fa_11,Evaluate,6,FULL_OUTSOURCING,3,A,A,1,False,17.49,A,clean_option,,med,"T3: If A says the color legend is unclear/inconsistent ..., then yes, A. (conditional, user-steered)",eval,True,1.0,1.0,81,False,False,False
P087,P30,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,3,D,A,0,False,9.518,,hedged_multiple,,high,eliminates B (titles present) and A (legend properly labeled) without picking an option,eval,False,,,92,False,False,False
P091,P31,pcp_und_fa_2,Understand,0,FULL_OUTSOURCING,1,C,B,0,False,6.938,B,descriptive,nontrivial,high,the last two axes are swapped,und,True,1.0,0.0,82,True,False,False
P091,P31,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,3.204,D,clean_option,,high,Answer: D,ana,True,1.0,1.0,167,True,False,False
P091,P31,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,2,A,A,1,False,5.812,A,clean_option,,high,T2: The best answer is: the color legend is not properly labeled.,eval,True,1.0,1.0,168,True,False,False
P091,P31,pcp_rem_fa_2,Remember,3,FULL_OUTSOURCING,1,A,A,1,False,2.301,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P091,P31,pcp_rem_fa_1,Remember,4,FULL_OUTSOURCING,1,A,A,1,False,2.189,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P091,P31,pcp_ana_fa_2,Analyze,5,FULL_OUTSOURCING,1,B,B,1,False,14.835,B,descriptive,nontrivial,high,the second image from the left ... the 2nd scatterplot,ana,True,1.0,1.0,86,True,False,False
P091,P31,pcp_und_fa_1,Understand,6,FULL_OUTSOURCING,1,B,B,1,False,4.247,B,descriptive,trivial,high,the carbohydrate axis is reversed/inverted,und,True,1.0,1.0,82,True,False,False
P091,P31,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,1,A,A,1,False,5.34,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P092,P32,pcp_eval_fa_11,Evaluate,0,FULL_OUTSOURCING,2,E,A,0,True,12.884,,descriptive,unmappable,high,overplotting + hard-to-interpret + unclear scales (matches no option),eval,False,,,44,False,False,False
P092,P32,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,13.637,D,clean_option,,high,Answer: D,ana,True,1.0,1.0,167,True,False,False
P092,P32,pcp_und_fa_2,Understand,2,FULL_OUTSOURCING,1,C,B,0,False,32.432,B,descriptive,nontrivial,high,chart (b) swaps the middle and right variables,und,True,1.0,0.0,82,True,False,False
P092,P32,pcp_rem_fa_2,Remember,3,FULL_OUTSOURCING,1,A,A,1,False,5.89,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P092,P32,pcp_und_fa_1,Understand,4,FULL_OUTSOURCING,1,B,B,1,False,5.863,B,descriptive,trivial,high,the carbohydrate axis is reversed/inverted,und,True,1.0,1.0,82,True,False,False
P092,P32,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,5.425,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P092,P32,pcp_ana_fa_2,Analyze,6,FULL_OUTSOURCING,1,B,B,1,False,30.396,B,descriptive,nontrivial,high,Answer: the 2nd image from the left.,ana,True,1.0,1.0,86,True,False,False
P102,P34,pcp_rem_fa_2,Remember,2,CONCEPT_SUPPORT,1,B,A,0,False,27.394,,no_answer,,high,concept definition of parallel coordinates only,rem,False,,,30,False,False,False
P102,P34,pcp_rem_fa_1,Remember,3,CONCEPT_SUPPORT,1,B,A,0,False,7.456,,no_answer,,high,concept answer about axes being parallel; no item recommendation,rem,False,,,58,False,False,False
P102,P34,pcp_eval_fa_11,Evaluate,4,CONCEPT_SUPPORT,1,C,A,0,False,10.096,,no_answer,,high,concept answer about slopes; no item recommendation,eval,False,,,58,False,False,False
P102,P34,pcp_und_fa_1,Understand,5,CONCEPT_SUPPORT,1,B,B,1,False,10.754,,no_answer,,high,concept answer defining an axis; no item recommendation,und,False,,,15,False,False,False
P102,P34,pcp_eval_fa_10,Evaluate,6,CONCEPT_SUPPORT,2,D,A,0,False,5.724,,no_answer,,high,concept answers about colour legends and gradients; no item recommendation,eval,False,,,110,False,False,False
P110,P36,pcp_rem_fa_1,Remember,0,FULL_OUTSOURCING,1,A,A,1,False,5.513,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,27,False,False,False
P110,P36,pcp_ana_fa_2,Analyze,1,FULL_OUTSOURCING,3,B,B,1,False,5.964,B,clean_option,,high,T3: so answer is b? -> Yes - B.,ana,True,1.0,1.0,52,False,False,False
P110,P36,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,5.167,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,27,False,False,False
P110,P36,pcp_ana_fa_1,Analyze,3,FULL_OUTSOURCING,1,D,D,1,False,8.312,D,clean_option,,high,So the answer is D.,ana,True,1.0,1.0,19,False,False,False
P110,P36,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,3,A,B,0,False,19.106,B,descriptive,nontrivial,med,"T3: pick the letter that matches 'same data, different axis order' (T1 axis lists imply B)",und,True,1.0,0.0,92,False,False,False
P110,P36,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,5,C,A,0,False,6.69,C,descriptive,trivial,med,T5: are the slope of the edges too high -> Yes - that could be considered a problem (user-steered),eval,True,0.0,1.0,125,False,False,False
P110,P36,pcp_und_fa_1,Understand,6,FULL_OUTSOURCING,1,B,B,1,False,11.624,B,descriptive,trivial,high,the carbohydrate axis is reversed/inverted,und,True,1.0,1.0,45,True,False,False
P110,P36,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,2,A,A,1,False,16.912,,descriptive,unmappable,high,T2: too cluttered/overlapping to be readable (matches no option),eval,False,,,52,False,False,False
P112,P37,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,6.009,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P112,P37,pcp_ana_fa_2,Analyze,2,FULL_OUTSOURCING,1,B,B,1,False,13.541,B,descriptive,nontrivial,high,The second scatterplot from the left ... the 2nd image,ana,True,1.0,1.0,86,True,False,False
P112,P37,pcp_und_fa_1,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,34.189,B,descriptive,trivial,high,the carbohydrate axis is inverted,und,True,1.0,1.0,82,True,False,False
P112,P37,pcp_rem_fa_1,Remember,4,FULL_OUTSOURCING,1,A,A,1,False,13.441,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P112,P37,pcp_und_fa_2,Understand,5,FULL_OUTSOURCING,1,B,B,1,False,7.939,B,descriptive,nontrivial,high,chart (b) swaps the last two variables,und,True,1.0,1.0,82,True,False,False
P112,P37,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,7.367,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot.,rem,True,1.0,1.0,144,True,False,False
P112,P37,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,1,C,A,0,False,11.284,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P114,P38,pcp_und_fa_1,Understand,0,FULL_OUTSOURCING,1,B,B,1,False,12.63,B,descriptive,trivial,high,chart (b) flips the carbohydrate axis,und,True,1.0,1.0,15,False,False,False
P114,P38,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,5.944,D,clean_option,,high,The correct answer is D.,ana,True,1.0,1.0,14,False,False,False
P114,P38,pcp_eval_fa_10,Evaluate,2,FULL_OUTSOURCING,3,E,A,0,True,62.133,,descriptive,unmappable,high,"clutter; letter refused twice without option texts (user sent only 'a,b,c,d,e')",eval,False,,,40,False,False,False
P114,P38,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,1,B,B,1,False,29.346,B,descriptive,nontrivial,high,The correct scatterplot is the second image,ana,True,1.0,1.0,26,False,False,False
P114,P38,pcp_rem_fa_2,Remember,4,FULL_OUTSOURCING,1,A,A,1,False,6.219,A,descriptive,trivial,high,Yes. ...the correct answer is True.,rem,True,1.0,1.0,25,False,False,False
P114,P38,pcp_und_fa_2,Understand,5,FULL_OUTSOURCING,1,B,B,1,False,8.587,B,descriptive,nontrivial,high,chart (b) swaps the last two variables,und,True,1.0,1.0,25,False,False,False
P114,P38,pcp_eval_fa_11,Evaluate,6,FULL_OUTSOURCING,1,D,A,0,False,52.046,,descriptive,unmappable,high,very cluttered/overplotted (matches no option),eval,False,,,25,False,False,False
P115,P39,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,1,B,B,1,False,15.452,B,descriptive,nontrivial,high,Answer: the second scatterplot from the left.,ana,True,1.0,1.0,86,True,False,False
P115,P39,pcp_rem_fa_2,Remember,1,FULL_OUTSOURCING,1,C,A,0,True,10.543,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot,rem,True,1.0,0.0,50,True,False,False
P115,P39,pcp_eval_fa_11,Evaluate,5,FULL_OUTSOURCING,1,E,A,0,True,21.943,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P115,P39,pcp_ana_fa_1,Analyze,7,FULL_OUTSOURCING,1,D,D,1,False,14.642,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P122,P41,pcp_ana_fa_2,Analyze,0,FULL_OUTSOURCING,2,B,B,1,False,2.236,B,clean_option,,high,T2: Is that B in this? -> Yes - B.,ana,True,1.0,1.0,104,True,False,False
P122,P41,pcp_eval_fa_10,Evaluate,1,FULL_OUTSOURCING,2,A,A,1,False,9.056,A,clean_option,,high,T2: Best choice: color legend is not properly labeled.,eval,True,1.0,1.0,172,True,False,False
P122,P41,pcp_und_fa_1,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,10.542,B,descriptive,trivial,high,The difference is that the carbohydrate axis is flipped.,und,True,1.0,1.0,133,True,False,False
P122,P41,pcp_ana_fa_1,Analyze,4,FULL_OUTSOURCING,1,D,D,1,False,21.798,D,clean_option,,high,Answer: D,ana,True,1.0,1.0,167,True,False,False
P122,P41,pcp_eval_fa_11,Evaluate,5,VERIFICATION_ONLY,1,A,A,1,False,1.742,A,descriptive,trivial,high,Yes - the color legend looks wrong ... incorrect/inconsistent (confirms user candidate),eval,True,1.0,1.0,182,False,False,False
P122,P41,pcp_rem_fa_2,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,6.723,A,descriptive,trivial,high,Yes. ...characteristic of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P122,P41,pcp_rem_fa_1,Remember,7,FULL_OUTSOURCING,1,A,A,1,False,3.814,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P124,P42,pcp_rem_fa_2,Remember,0,FULL_OUTSOURCING,1,A,A,1,False,18.709,A,descriptive,trivial,high,Yes - the right answer is True.,rem,True,1.0,1.0,24,False,False,False
P124,P42,pcp_und_fa_1,Understand,1,FULL_OUTSOURCING,1,B,B,1,False,15.152,B,descriptive,trivial,high,chart (b) has the carbohydrate axis reversed,und,True,1.0,1.0,24,False,False,False
P124,P42,pcp_eval_fa_11,Evaluate,2,FULL_OUTSOURCING,2,A,A,1,False,20.053,,descriptive,unmappable,high,Overplotting (matches no option; stated twice),eval,False,,,49,False,False,False
P124,P42,pcp_und_fa_2,Understand,3,FULL_OUTSOURCING,1,B,B,1,False,45.7,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,1.0,82,True,False,False
P124,P42,pcp_ana_fa_2,Analyze,4,FULL_OUTSOURCING,1,B,B,1,False,22.954,B,descriptive,nontrivial,high,So the answer is: the second image.,ana,True,1.0,1.0,86,True,False,False
P124,P42,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,5.584,A,descriptive,trivial,high,Yes. ...characteristic of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P124,P42,pcp_ana_fa_1,Analyze,6,FULL_OUTSOURCING,1,D,D,1,False,4.523,D,clean_option,,high,Answer: D,ana,True,1.0,1.0,167,True,False,False
P131,P43,pcp_eval_fa_10,Evaluate,0,FULL_OUTSOURCING,1,D,A,0,False,73.922,,descriptive,unmappable,high,too cluttered/overlapping to interpret (matches no option),eval,False,,,28,False,False,False
P131,P43,pcp_ana_fa_1,Analyze,1,FULL_OUTSOURCING,1,D,D,1,False,38.04,D,clean_option,,high,The best choice is D.,ana,True,1.0,1.0,167,True,False,False
P131,P43,pcp_rem_fa_2,Remember,2,FULL_OUTSOURCING,1,A,A,1,False,4.977,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P131,P43,pcp_ana_fa_2,Analyze,3,FULL_OUTSOURCING,1,B,B,1,False,14.098,B,descriptive,nontrivial,high,Answer: the second scatterplot from the left.,ana,True,1.0,1.0,86,True,False,False
P131,P43,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,1,C,B,0,False,49.784,B,descriptive,nontrivial,high,the order of the middle and right axes is swapped,und,True,1.0,0.0,82,True,False,False
P131,P43,pcp_rem_fa_1,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,2.411,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P131,P43,pcp_und_fa_1,Understand,6,FULL_OUTSOURCING,1,B,B,1,False,32.528,B,descriptive,trivial,high,the carbohydrate axis is reversed/inverted,und,True,1.0,1.0,82,True,False,False
P131,P43,pcp_eval_fa_11,Evaluate,7,FULL_OUTSOURCING,1,A,A,1,False,9.826,,descriptive,unmappable,high,overplotting/clutter (matches no option),eval,False,,,33,True,False,False
P132,P44,pcp_ana_fa_1,Analyze,0,VERIFICATION_ONLY,1,C,D,0,False,12.18,C,clean_option,,high,Yes - C is the best choice. (confirms bare user candidate 'c'),ana,True,0.0,1.0,1,False,False,False
P132,P44,pcp_und_fa_1,Understand,2,VERIFICATION_ONLY,1,A,B,0,False,17.57,,no_answer,,high,Could you share the chart image...? I can't determine the answer yet.,und,False,,,1,False,False,False
P132,P44,pcp_und_fa_2,Understand,4,FULL_OUTSOURCING,1,A,B,0,False,22.12,B,descriptive,nontrivial,high,the middle and right axes are swapped,und,True,1.0,0.0,82,True,False,False
P132,P44,pcp_rem_fa_2,Remember,5,FULL_OUTSOURCING,1,A,A,1,False,10.051,A,descriptive,trivial,high,Yes. ...defining structure of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P132,P44,pcp_rem_fa_1,Remember,6,FULL_OUTSOURCING,1,A,A,1,False,54.294,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P132,P44,pcp_eval_fa_10,Evaluate,7,FULL_OUTSOURCING,1,A,A,1,False,59.242,,descriptive,unmappable,high,severe overplotting/clutter (matches no option),eval,False,,,30,True,False,False
P142,P45,pcp_eval_fa_11,Evaluate,1,VERIFICATION_ONLY,1,B,A,0,False,11.758,,descriptive,unmappable,med,validates unseen deictic candidate as 'cluttered/overplotted' - not a listed option,eval,False,,,32,False,False,False
P142,P45,pcp_rem_fa_1,Remember,2,VERIFICATION_ONLY,1,A,A,1,False,9.427,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot (confirms unstated candidate),rem,True,1.0,1.0,12,False,False,False
P142,P45,pcp_eval_fa_10,Evaluate,3,FULL_OUTSOURCING,3,A,A,1,False,19.92,,descriptive,unmappable,high,T3: 'hard to read / too cluttered' is very likely the issue (matches no option),eval,False,,,44,False,False,False
P142,P45,pcp_und_fa_1,Understand,4,VERIFICATION_ONLY,1,B,B,1,False,10.732,B,descriptive,trivial,high,Yes - the carbohydrate axis reversed/inverted (confirms candidate),und,True,1.0,1.0,12,False,False,False
P142,P45,pcp_ana_fa_2,Analyze,5,VERIFICATION_ONLY,1,B,B,1,False,13.82,B,descriptive,nontrivial,high,"if you picked the second scatterplot from the left, that is right",ana,True,1.0,1.0,12,False,False,False
P142,P45,pcp_rem_fa_2,Remember,6,VERIFICATION_ONLY,1,A,A,1,False,4.483,A,descriptive,trivial,high,Yes. This is a parallel coordinates plot. (confirms candidate),rem,True,1.0,1.0,12,False,False,False
P142,P45,pcp_ana_fa_1,Analyze,7,FULL_OUTSOURCING,1,D,D,1,False,42.662,D,clean_option,,high,Best: D. Possible alternative but weaker: C.,ana,True,1.0,1.0,43,False,False,False
P145,P46,pcp_rem_fa_2,Remember,0,FULL_OUTSOURCING,1,A,A,1,False,7.081,A,descriptive,trivial,high,Yes. ...characteristic of a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
P145,P46,pcp_rem_fa_1,Remember,3,FULL_OUTSOURCING,1,A,A,1,False,12.16,A,descriptive,trivial,high,Yes. ...this is a parallel coordinates plot.,rem,True,1.0,1.0,50,True,False,False
